i,RegionName,State,Metro,CountyName,SizeRank,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
25320,Jersey City,NJ,New York-Newark-Jersey City,Hudson County,89,108988.8889,112981.8182,120658.3333,131283.3333,144783.3333,164991.6667,192516.6667,226550,271358.3333,331633.3333,385275,392400,358775,309250,280083.3333,249500,236958.3333,244400,261766.6667,284708.3333,315563.6364,381566.6667,461008.3333,486537.5
17222,Buffalo,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,90,50633.33333,48236.36364,45708.33333,44225,45091.66667,46650,43275,39641.66667,40133.33333,36925,44650,49575,47650,47441.66667,49550,46466.66667,46958.33333,47866.66667,52516.66667,55600,60709.09091,68866.66667,78575,86337.5
32900,Mobile,AL,Mobile,Mobile County,91,66088.88889,71754.54545,72900,78541.66667,81700,84133.33333,87416.66667,89416.66667,90458.33333,95683.33333,110050,121125,124450,118366.6667,109791.6667,96266.66667,88775,90575,89475,94016.66667,99890.90909,108166.6667,114883.3333,120425
25104,Hialeah,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,92,91033.33333,94709.09091,98341.66667,103175,110816.6667,122175,136650,153841.6667,179908.3333,229141.6667,282375,293766.6667,239075,151033.3333,122550,116783.3333,121325,131391.6667,151225,173583.3333,202772.7273,242150,271525,286975
20328,San Bernardino,CA,Riverside-San Bernardino-Ontario,San Bernardino County,93,80188.88889,80872.72727,83966.66667,89600,96316.66667,107016.6667,122025,147991.6667,197800,268891.6667,322741.6667,308058.3333,226300,138200,121858.3333,126591.6667,128908.3333,154066.6667,185033.3333,206458.3333,230363.6364,252333.3333,275600,291087.5
51405,Chula Vista,CA,San Diego-Carlsbad,San Diego County,94,169966.6667,172609.0909,183733.3333,197741.6667,223341.6667,253533.3333,297708.3333,364941.6667,467200,538075,544500,506058.3333,400741.6667,324150,322158.3333,309233.3333,314783.3333,369041.6667,408175,433100,463954.5455,498358.3333,532575,540075
26922,Saint Petersburg,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,95,63544.44444,65745.45455,68833.33333,73950,80683.33333,90675,103516.6667,120175,140133.3333,175333.3333,196583.3333,181491.6667,153883.3333,120466.6667,108850,93441.66667,90258.33333,104933.3333,116975,132566.6667,154581.8182,184166.6667,211091.6667,220962.5
53856,Pensacola,FL,Pensacola-Ferry Pass-Brent,Escambia County,96,71322.22222,72736.36364,77016.66667,79108.33333,81883.33333,83150,85250,89550,99183.33333,125475,141425,136725,124191.6667,111083.3333,103950,89225,84650,84866.66667,87225,91208.33333,100090.9091,121491.6667,135216.6667,146950
5573,Lawrenceville,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,97,123655.5556,126118.1818,129600,136216.6667,144425,150958.3333,156258.3333,160866.6667,165683.3333,170766.6667,177883.3333,179483.3333,169741.6667,148950,136008.3333,118433.3333,105958.3333,126183.3333,150208.3333,159525,172772.7273,186566.6667,206375,221450
398849,Madison,WI,Madison,Dane County,98,115300,117100,126808.3333,127916.6667,134666.6667,145316.6667,155066.6667,167775,177125,190875,202733.3333,201275,196500,188358.3333,185516.6667,178066.6667,175583.3333,180358.3333,186391.6667,193258.3333,209045.4545,229550,247625,255000
41760,Winston-Salem,NC,Winston-Salem,Forsyth County,99,86788.88889,88127.27273,89625,96008.33333,99366.66667,104900,108158.3333,111741.6667,116241.6667,120208.3333,123408.3333,125741.6667,123683.3333,119925,116525,112875,108283.3333,104908.3333,107241.6667,110050,114381.8182,121908.3333,128425,136775
6210,Norfolk,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,100,76144.44444,76836.36364,81958.33333,85675,88033.33333,92416.66667,98141.66667,112391.6667,135758.3333,164966.6667,191141.6667,199608.3333,196608.3333,184350,177391.6667,160825,150158.3333,153075,153525,159600,163863.6364,177708.3333,184125,189362.5
18298,Glendale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,101,96488.88889,100954.5455,106016.6667,112375,119041.6667,125450,131308.3333,138558.3333,153275,208725,250908.3333,236425,192275,138708.3333,116500,102833.3333,114500,143125,157175,169075,188363.6364,205733.3333,223733.3333,233400
54346,Scottsdale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,102,174011.1111,181045.4545,190383.3333,205491.6667,224925,240200,247833.3333,263316.6667,304300,441866.6667,504450,470050,406300,338308.3333,311858.3333,292566.6667,319166.6667,365991.6667,383958.3333,398283.3333,418863.6364,435816.6667,462066.6667,480937.5
52001,Fayetteville,NC,Fayetteville,Cumberland County,103,76988.88889,78354.54545,79816.66667,79766.66667,79941.66667,80416.66667,82383.33333,84925,87566.66667,90891.66667,95716.66667,102066.6667,104708.3333,108258.3333,109258.3333,107916.6667,102866.6667,99366.66667,98425,93741.66667,94509.09091,99908.33333,105475,107737.5
3737,Boise,ID,Boise City,Ada County,104,112677.7778,122481.8182,128425,130866.6667,132400,137191.6667,140033.3333,142591.6667,146750,161791.6667,208333.3333,209008.3333,204050,183141.6667,166325,149725,147800,165708.3333,182025,192250,210000,233108.3333,265991.6667,299500
52650,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange County,105,236011.1111,242654.5455,268683.3333,299333.3333,330241.6667,366808.3333,413416.6667,491041.6667,634166.6667,713400,749233.3333,696025,613783.3333,600541.6667,610700,579541.6667,588050,680333.3333,726400,750925,779363.6364,817925,858375,860537.5
52893,Laredo,TX,Laredo,Webb County,106,75122.22222,75481.81818,76466.66667,79766.66667,83258.33333,82675,82533.33333,86616.66667,92950,105416.6667,111725,120741.6667,120958.3333,120158.3333,118858.3333,113775,103908.3333,112558.3333,116650,121200,127254.5455,132516.6667,139141.6667,144037.5
20362,Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota County,107,99200,103136.3636,110225,117400,126716.6667,138641.6667,152458.3333,170983.3333,195908.3333,268616.6667,300150,251050,201291.6667,161058.3333,148916.6667,139750,141791.6667,159075,178425,201750,230890.9091,243750,255108.3333,260487.5
44564,Chesapeake,VA,Virginia Beach-Norfolk-Newport News,Chesapeake City,108,113022.2222,114300,116908.3333,124758.3333,127325,133558.3333,143383.3333,158791.6667,188916.6667,243400,273100,271891.6667,261941.6667,249050,241841.6667,230241.6667,224941.6667,228966.6667,233341.6667,238933.3333,246227.2727,250400,258733.3333,266600
31614,Fort Myers,FL,Cape Coral-Fort Myers,Lee County,109,99700,105209.0909,106883.3333,108566.6667,115541.6667,125050,136541.6667,152475,174225,231241.6667,276583.3333,234233.3333,173233.3333,137258.3333,125275,120158.3333,126058.3333,137833.3333,154466.6667,172716.6667,191409.0909,202658.3333,208991.6667,212075
18251,Garland,TX,Dallas-Fort Worth-Arlington,Dallas County,110,84044.44444,86272.72727,88425,92133.33333,97541.66667,100241.6667,105933.3333,110083.3333,116175,118108.3333,117908.3333,121441.6667,117600,112116.6667,110341.6667,103983.3333,102441.6667,107341.6667,114541.6667,125191.6667,142909.0909,168200,189483.3333,203837.5
7204,Spring,TX,Houston-The Woodlands-Sugar Land,Harris County,111,111633.3333,109200,115325,131325,131325,127508.3333,127175,131066.6667,138250,141541.6667,142991.6667,147641.6667,145275,140183.3333,138391.6667,134258.3333,132925,139800,149866.6667,165700,176390.9091,180291.6667,187691.6667,194712.5
4888,Gilbert,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,112,124477.7778,139336.3636,150525,158016.6667,166608.3333,173083.3333,180083.3333,187783.3333,208941.6667,295908.3333,349316.6667,316291.6667,255883.3333,208566.6667,197458.3333,179341.6667,199383.3333,240883.3333,260475,270041.6667,285909.0909,298658.3333,320608.3333,339062.5
26187,North Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,113,121088.8889,123009.0909,125108.3333,128500,134725,141025,150633.3333,166166.6667,222991.6667,281258.3333,293183.3333,269550,206116.6667,138975,116400,105833.3333,105875,134166.6667,159691.6667,171608.3333,185381.8182,209008.3333,243183.3333,262662.5
11540,Fremont,CA,San Francisco-Oakland-Hayward,Alameda County,114,217611.1111,237154.5455,271333.3333,301341.6667,389400,445058.3333,442441.6667,471350,537475,660008.3333,680675,653433.3333,572675,528625,535525,501266.6667,516558.3333,643100,726300,821641.6667,900981.8182,957075,1097533.333,1111062.5
54311,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,115,180055.5556,184181.8182,197416.6667,220433.3333,240433.3333,254891.6667,285850,347033.3333,438491.6667,517516.6667,564983.3333,521650,428841.6667,372391.6667,368258.3333,342525,333833.3333,379833.3333,428308.3333,452475,482227.2727,516241.6667,543283.3333,548737.5
24741,Fontana,CA,Riverside-San Bernardino-Ontario,San Bernardino County,116,115600,115245.4545,118950,126475,136450,150941.6667,172900,210591.6667,286091.6667,370216.6667,422883.3333,395441.6667,299483.3333,208933.3333,198175,198508.3333,204850,244133.3333,285866.6667,306558.3333,331454.5455,355441.6667,379100,391725
12065,Irving,TX,Dallas-Fort Worth-Arlington,Dallas County,117,91855.55556,93572.72727,95691.66667,100591.6667,107033.3333,114066.6667,118783.3333,122025,130933.3333,135000,135991.6667,136533.3333,131566.6667,126416.6667,122375,116450,117858.3333,120358.3333,126675,133783.3333,150872.7273,179941.6667,200733.3333,220975
30258,Arlington,VA,Washington-Arlington-Alexandria,Arlington County,118,188277.7778,185736.3636,192600,205091.6667,236025,283233.3333,335616.6667,390225,462650,549933.3333,565150,552091.6667,524016.6667,507850,517558.3333,519158.3333,538933.3333,569366.6667,590933.3333,604841.6667,621481.8182,644975,669816.6667,690712.5
7222,Springfield,MO,Springfield,Greene County,119,80933.33333,85572.72727,90333.33333,91633.33333,94608.33333,96758.33333,95375,92658.33333,92133.33333,104725,112575,117091.6667,114408.3333,110241.6667,107841.6667,104516.6667,103858.3333,103350,106300,108400,113236.3636,120975,131150,139337.5
24960,Greenville,SC,Greenville-Anderson-Mauldin,Greenville County,120,91144.44444,98445.45455,93658.33333,92233.33333,95800,100933.3333,104500,106633.3333,108783.3333,113958.3333,121441.6667,124916.6667,125608.3333,122825,120525,116516.6667,116158.3333,119458.3333,122425,125075,140463.6364,162133.3333,178916.6667,187225
26967,Santa Rosa,CA,Santa Rosa,Sonoma County,121,177011.1111,179800,195233.3333,221125,275025,316133.3333,341741.6667,387400,455808.3333,542925,545383.3333,494100,404866.6667,347575,335975,305966.6667,307216.6667,368350,422516.6667,460350,504181.8182,546850,579441.6667,576825
13150,Oxnard,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,122,162311.1111,162245.4545,171975,185741.6667,207091.6667,236366.6667,277008.3333,347758.3333,443991.6667,545091.6667,587566.6667,538191.6667,410583.3333,319500,307858.3333,292758.3333,285375,329416.6667,376950,405741.6667,429772.7273,457750,487975,504350
6752,Richmond,VA,Richmond,Richmond City,123,62366.66667,60918.18182,76091.66667,76633.33333,79541.66667,83691.66667,89941.66667,102066.6667,120391.6667,140783.3333,159733.3333,171775,168141.6667,160433.3333,157175,142925,137108.3333,144783.3333,149041.6667,151975,166827.2727,187533.3333,209741.6667,219375
17759,Des Moines,IA,Des Moines-West Des Moines,Polk County,124,66022.22222,67436.36364,69925,75366.66667,81083.33333,84516.66667,89633.33333,96008.33333,100108.3333,106866.6667,112108.3333,114550,112283.3333,108500,105550,96675,92833.33333,96741.66667,102975,107891.6667,116454.5455,126133.3333,135283.3333,143050
53673,Ocala,FL,Ocala,Marion County,125,63455.55556,64372.72727,67016.66667,79058.33333,78375,75508.33333,81525,84841.66667,96708.33333,135200,172475,166166.6667,141475,116091.6667,98366.66667,81783.33333,80658.33333,86983.33333,92958.33333,100250,112663.6364,124233.3333,135441.6667,146512.5
10477,Boca Raton,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,126,133766.6667,135654.5455,139808.3333,144683.3333,153366.6667,169033.3333,193183.3333,222058.3333,267116.6667,344775,389958.3333,342675,275733.3333,225900,212883.3333,192858.3333,193400,217191.6667,251558.3333,275075,299672.7273,317566.6667,333200,341550
14701,Woodbridge,VA,Washington-Arlington-Alexandria,Prince William County,127,129344.4444,130809.0909,132433.3333,134441.6667,143950,164466.6667,192900,228641.6667,284783.3333,368875,385091.6667,345708.3333,277783.3333,221550,231133.3333,232275,239866.6667,260841.6667,272591.6667,275700,287063.6364,303650,319150,327050
13550,Rochester,NY,Rochester,Monroe County,128,54922.22222,52154.54545,50500,49975,50183.33333,49466.66667,51350,53241.66667,55266.66667,57083.33333,58991.66667,59558.33333,58208.33333,58108.33333,58608.33333,57108.33333,57358.33333,57525,57741.66667,58933.33333,72800,76150,72458.33333,76587.5
32931,Montgomery,AL,Montgomery,Montgomery County,129,76911.11111,75527.27273,77600,80766.66667,81925,82983.33333,83666.66667,85616.66667,88091.66667,92358.33333,97700,102533.3333,103091.6667,97816.66667,95733.33333,86933.33333,78083.33333,76891.66667,77458.33333,74716.66667,78563.63636,79358.33333,80675,83550
44282,Bradenton,FL,North Port-Sarasota-Bradenton,Manatee County,130,87277.77778,93054.54545,95591.66667,105091.6667,118508.3333,130175,145333.3333,165141.6667,189183.3333,250400,282450,238850,191350,155075,143466.6667,135816.6667,136241.6667,146108.3333,164616.6667,180433.3333,204554.5455,221725,233875,241412.5
24225,Corona,CA,Riverside-San Bernardino-Ontario,Riverside County,131,155311.1111,154963.6364,164558.3333,183833.3333,205450,225791.6667,260991.6667,315291.6667,418550,498566.6667,534150,488416.6667,359575,286900,293925,288241.6667,291183.3333,344816.6667,392775,407875,427481.8182,451816.6667,483033.3333,497450
6285,Oceanside,CA,San Diego-Carlsbad,San Diego County,132,138277.7778,141581.8182,159116.6667,182566.6667,210933.3333,242333.3333,284433.3333,339591.6667,436991.6667,492000,498650,466800,384116.6667,328400,323158.3333,310575,313258.3333,361375,401616.6667,430266.6667,458036.3636,494233.3333,531083.3333,535212.5
27362,Tacoma,WA,Seattle-Tacoma-Bellevue,Pierce County,133,107411.1111,109336.3636,114283.3333,123633.3333,133391.6667,142416.6667,144258.3333,151433.3333,169633.3333,201808.3333,232508.3333,243300,228366.6667,203383.3333,189733.3333,169491.6667,158341.6667,167491.6667,181216.6667,196308.3333,225236.3636,255583.3333,290225,313862.5
11671,Grand Rapids,MI,Grand Rapids-Wyoming,Kent County,134,73122.22222,76518.18182,79808.33333,84616.66667,88575,94975,100741.6667,108358.3333,113741.6667,117008.3333,116733.3333,113241.6667,103616.6667,91666.66667,85616.66667,77666.66667,76233.33333,85250,95108.33333,106050,119609.0909,134116.6667,150033.3333,161850
24821,Gainesville,FL,Gainesville,Alachua County,135,76388.88889,79109.09091,84858.33333,87658.33333,93741.66667,99825,109283.3333,121725,140408.3333,165716.6667,189375,190341.6667,177833.3333,161925,149041.6667,131266.6667,121466.6667,124316.6667,129608.3333,134458.3333,147790.9091,162650,175416.6667,183862.5
34937,Yonkers,NY,New York-Newark-Jersey City,Westchester County,136,193688.8889,191972.7273,205075,221841.6667,253350,287491.6667,318833.3333,371733.3333,417033.3333,486616.6667,515708.3333,515383.3333,483433.3333,447400,421466.6667,400783.3333,377583.3333,385133.3333,395916.6667,417691.6667,430590.9091,462091.6667,493733.3333,516875
45457,Glendale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,137,207377.7778,215763.6364,241858.3333,267291.6667,293066.6667,320141.6667,366333.3333,438033.3333,547441.6667,647700,709483.3333,660525,573216.6667,524175,530075,504333.3333,505141.6667,573775,626558.3333,672316.6667,727563.6364,779908.3333,834650,854862.5
25981,Moreno Valley,CA,Riverside-San Bernardino-Ontario,Riverside County,138,104233.3333,104290.9091,109858.3333,117925,128283.3333,144291.6667,163508.3333,194008.3333,260241.6667,332408.3333,376616.6667,354475,255516.6667,161508.3333,154000,154866.6667,158683.3333,190700,231016.6667,250725,272672.7273,295550,319991.6667,335200
30141,Akron,OH,Akron,Summit County,139,57200,59572.72727,63783.33333,67233.33333,71333.33333,74508.33333,75291.66667,77950,80016.66667,82216.66667,82741.66667,80375,73100,65141.66667,59466.66667,51025,47441.66667,49391.66667,50391.66667,51816.66667,50363.63636,54791.66667,63741.66667,68100
10215,Aurora,IL,Chicago-Naperville-Elgin,Kane County,140,121188.8889,107363.6364,121991.6667,129800,139033.3333,146316.6667,157008.3333,165925,175866.6667,187375,198341.6667,198991.6667,185708.3333,167225,151933.3333,134350,125875,130691.6667,139083.3333,147850,155936.3636,168533.3333,180525,185175
21320,Wilmington,NC,Wilmington,New Hanover County,141,99322.22222,108300,122191.6667,127383.3333,135300,135358.3333,138950,142483.3333,151725,173025,209575,217458.3333,208341.6667,187041.6667,176275,161008.3333,156625,164625,173400,181591.6667,189145.4545,201075,217425,229512.5
25218,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,142,223066.6667,232427.2727,262850,286991.6667,320775,362200,414058.3333,501766.6667,636733.3333,716566.6667,765108.3333,710058.3333,619150,593558.3333,589825,560766.6667,571000,653191.6667,689600,711891.6667,741609.0909,781308.3333,821725,834500
12014,Huntsville,AL,Huntsville,Madison County,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128950,128000,130858.3333,136627.2727,138483.3333,148375,152025
16753,Amarillo,TX,Amarillo,Potter County,144,59377.77778,59954.54545,62700,66008.33333,69900,72350,73150,74391.66667,77000,96341.66667,103341.6667,107391.6667,108591.6667,104616.6667,104383.3333,103233.3333,105033.3333,107416.6667,109466.6667,112841.6667,118945.4545,123991.6667,130183.3333,134287.5
38438,Eugene,OR,Eugene,Lane County,145,121211.1111,131254.5455,127441.6667,133475,138350,142250,147941.6667,157041.6667,175033.3333,203325,242291.6667,253058.3333,242775,228158.3333,218291.6667,194300,193775,204125,220950,233350,253536.3636,277158.3333,297758.3333,314175
6909,Salt Lake City,UT,Salt Lake City,Salt Lake County,146,151700,150827.2727,152708.3333,152900,159625,163808.3333,166208.3333,169383.3333,171450,176941.6667,201900,239925,251091.6667,237341.6667,218550,199900,205166.6667,223266.6667,237800,254366.6667,289145.4545,321233.3333,368050,398512.5
